sku_id,item_id,category,department,store_id,state_id,launch_date,first_sale_date,last_sale_date,sku_age_days,days_since_last_sale,avg_price,max_observed_price,estimated_unit_cost,estimated_gross_margin,sku_status
FOODS_2_044_TX_2,FOODS_2_044,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-02-02,2016-04-22,1912,2,2.4,2.75,1.92,0.83,Active
FOODS_2_044_TX_3,FOODS_2_044,FOODS,FOODS_2,TX_3,TX,2015-05-09,2015-05-15,2016-04-24,351,0,2.5,2.5,1.75,0.75,Active
FOODS_2_044_WI_1,FOODS_2_044,FOODS,FOODS_2,WI_1,WI,2012-10-27,2012-11-01,2016-04-24,1275,0,2.56,2.75,1.92,0.83,Active
FOODS_2_044_WI_2,FOODS_2_044,FOODS,FOODS_2,WI_2,WI,2012-05-05,2012-05-05,2016-04-24,1450,0,2.56,2.75,1.92,0.83,Active
FOODS_2_044_WI_3,FOODS_2_044,FOODS,FOODS_2,WI_3,WI,2011-02-05,2011-02-10,2016-04-19,1905,5,2.54,2.75,1.92,0.83,Active
FOODS_2_045_CA_1,FOODS_2_045,FOODS,FOODS_2,CA_1,CA,2013-02-02,2013-02-05,2016-04-24,1177,0,6.9,7.12,4.98,2.14,Active
FOODS_2_045_CA_2,FOODS_2_045,FOODS,FOODS_2,CA_2,CA,2015-11-07,2015-11-13,2016-04-24,169,0,6.98,6.98,4.89,2.09,Active
FOODS_2_045_CA_3,FOODS_2_045,FOODS,FOODS_2,CA_3,CA,2013-02-02,2013-02-06,2016-04-24,1177,0,6.8,7.12,4.98,2.14,Active
FOODS_2_045_CA_4,FOODS_2_045,FOODS,FOODS_2,CA_4,CA,2013-02-02,2013-02-05,2016-04-18,1177,6,6.83,7.12,4.98,2.14,Active
FOODS_2_045_TX_1,FOODS_2_045,FOODS,FOODS_2,TX_1,TX,2013-02-02,2013-02-08,2016-04-21,1177,3,6.98,7.12,4.98,2.14,Active
FOODS_2_045_TX_2,FOODS_2_045,FOODS,FOODS_2,TX_2,TX,2013-02-02,2013-02-06,2016-04-18,1177,6,6.97,7.12,4.98,2.14,Active
FOODS_2_045_TX_3,FOODS_2_045,FOODS,FOODS_2,TX_3,TX,2013-02-02,2013-02-05,2016-04-21,1177,3,6.95,7.12,4.98,2.14,Active
FOODS_2_045_WI_1,FOODS_2_045,FOODS,FOODS_2,WI_1,WI,2013-02-02,2013-02-04,2016-04-22,1177,2,6.97,7.12,4.98,2.14,Active
FOODS_2_045_WI_2,FOODS_2_045,FOODS,FOODS_2,WI_2,WI,2013-02-02,2013-02-05,2016-04-23,1177,1,6.98,7.12,4.98,2.14,Active
FOODS_2_045_WI_3,FOODS_2_045,FOODS,FOODS_2,WI_3,WI,2013-02-02,2013-02-04,2016-04-24,1177,0,6.98,7.12,4.98,2.14,Active
FOODS_2_046_CA_1,FOODS_2_046,FOODS,FOODS_2,CA_1,CA,2014-07-19,2014-07-19,2016-04-24,645,0,3.89,3.94,2.76,1.18,Active
FOODS_2_046_CA_2,FOODS_2_046,FOODS,FOODS_2,CA_2,CA,2015-05-23,2015-05-27,2016-04-23,337,1,3.92,3.94,2.76,1.18,Active
FOODS_2_046_CA_3,FOODS_2_046,FOODS,FOODS_2,CA_3,CA,2014-07-12,2014-07-18,2016-04-23,652,1,3.86,3.94,2.76,1.18,Active
FOODS_2_046_CA_4,FOODS_2_046,FOODS,FOODS_2,CA_4,CA,2014-07-12,2014-07-16,2016-04-21,652,3,3.88,3.94,2.76,1.18,Active
FOODS_2_046_TX_1,FOODS_2_046,FOODS,FOODS_2,TX_1,TX,2014-07-12,2014-07-18,2016-04-17,652,7,3.88,3.94,2.76,1.18,Active
FOODS_2_046_TX_2,FOODS_2_046,FOODS,FOODS_2,TX_2,TX,2014-07-12,2014-07-12,2016-04-24,652,0,3.88,3.94,2.76,1.18,Active
FOODS_2_046_TX_3,FOODS_2_046,FOODS,FOODS_2,TX_3,TX,2014-07-12,2014-07-13,2016-04-22,652,2,3.88,3.94,2.76,1.18,Active
FOODS_2_046_WI_1,FOODS_2_046,FOODS,FOODS_2,WI_1,WI,2014-06-28,2014-07-01,2016-04-24,666,0,3.88,3.94,2.76,1.18,Active
FOODS_2_046_WI_2,FOODS_2_046,FOODS,FOODS_2,WI_2,WI,2014-07-05,2014-07-09,2016-04-23,659,1,3.88,3.94,2.76,1.18,Active
FOODS_2_046_WI_3,FOODS_2_046,FOODS,FOODS_2,WI_3,WI,2014-08-09,2014-08-09,2016-04-17,624,7,3.89,3.94,2.76,1.18,Active
FOODS_2_047_CA_1,FOODS_2_047,FOODS,FOODS_2,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,2.94,3.08,2.16,0.92,Active
FOODS_2_047_CA_2,FOODS_2_047,FOODS,FOODS_2,CA_2,CA,2015-05-23,2015-05-26,2016-04-24,337,0,2.96,2.96,2.07,0.89,Active
FOODS_2_047_CA_3,FOODS_2_047,FOODS,FOODS_2,CA_3,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,2.92,3.08,2.16,0.92,Active
FOODS_2_047_CA_4,FOODS_2_047,FOODS,FOODS_2,CA_4,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,2.94,3.08,2.16,0.92,Active
FOODS_2_047_TX_1,FOODS_2_047,FOODS,FOODS_2,TX_1,TX,2011-01-29,2011-01-29,2016-04-23,1912,1,2.39,2.42,1.69,0.73,Active
FOODS_2_047_TX_2,FOODS_2_047,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,2.38,2.42,1.69,0.73,Active
FOODS_2_047_TX_3,FOODS_2_047,FOODS,FOODS_2,TX_3,TX,2011-01-29,2011-01-29,2016-04-23,1912,1,2.39,2.42,1.69,0.73,Active
FOODS_2_047_WI_1,FOODS_2_047,FOODS,FOODS_2,WI_1,WI,2012-10-27,2012-10-31,2016-04-24,1275,0,2.95,3.08,2.16,0.92,Active
FOODS_2_047_WI_2,FOODS_2_047,FOODS,FOODS_2,WI_2,WI,2012-05-05,2012-05-06,2016-04-24,1450,0,2.96,3.08,2.16,0.92,Active
FOODS_2_047_WI_3,FOODS_2_047,FOODS,FOODS_2,WI_3,WI,2011-01-29,2011-01-29,2016-04-22,1912,2,2.93,3.08,2.16,0.92,Active
FOODS_2_048_CA_1,FOODS_2_048,FOODS,FOODS_2,CA_1,CA,2013-02-02,2013-02-08,2016-04-22,1177,2,7.97,7.98,5.59,2.39,Active
FOODS_2_048_CA_2,FOODS_2_048,FOODS,FOODS_2,CA_2,CA,2015-07-04,2015-07-10,2016-04-21,295,3,7.97,7.98,5.59,2.39,Active
FOODS_2_048_CA_3,FOODS_2_048,FOODS,FOODS_2,CA_3,CA,2013-01-26,2013-01-28,2016-04-24,1184,0,7.91,7.98,5.59,2.39,Active
FOODS_2_048_CA_4,FOODS_2_048,FOODS,FOODS_2,CA_4,CA,2013-03-02,2013-03-06,2016-04-21,1149,3,7.97,7.98,5.59,2.39,Active
FOODS_2_048_TX_1,FOODS_2_048,FOODS,FOODS_2,TX_1,TX,2013-02-02,2013-02-08,2016-04-19,1177,5,7.95,7.98,5.59,2.39,Active
FOODS_2_048_TX_2,FOODS_2_048,FOODS,FOODS_2,TX_2,TX,2013-02-02,2013-02-08,2016-04-19,1177,5,7.94,7.98,5.59,2.39,Active
FOODS_2_048_TX_3,FOODS_2_048,FOODS,FOODS_2,TX_3,TX,2013-02-09,2013-02-15,2016-04-22,1170,2,7.97,7.98,5.59,2.39,Active
FOODS_2_048_WI_1,FOODS_2_048,FOODS,FOODS_2,WI_1,WI,2013-02-09,2013-02-12,2016-04-24,1170,0,7.97,7.98,5.59,2.39,Active
FOODS_2_048_WI_2,FOODS_2_048,FOODS,FOODS_2,WI_2,WI,2013-02-02,2013-02-08,2016-04-24,1177,0,7.97,7.98,5.59,2.39,Active
FOODS_2_048_WI_3,FOODS_2_048,FOODS,FOODS_2,WI_3,WI,2013-02-02,2013-02-08,2016-04-23,1177,1,7.97,7.98,5.59,2.39,Active
FOODS_2_049_CA_1,FOODS_2_049,FOODS,FOODS_2,CA_1,CA,2011-01-29,2011-01-30,2016-04-24,1912,0,2.61,2.98,2.09,0.89,Active
FOODS_2_049_CA_2,FOODS_2_049,FOODS,FOODS_2,CA_2,CA,2015-05-23,2015-05-28,2016-04-24,337,0,2.67,2.67,1.87,0.8,Active
FOODS_2_049_CA_3,FOODS_2_049,FOODS,FOODS_2,CA_3,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,2.56,2.92,2.04,0.88,Active
FOODS_2_049_CA_4,FOODS_2_049,FOODS,FOODS_2,CA_4,CA,2011-01-29,2011-01-29,2016-04-21,1912,3,2.59,2.98,2.09,0.89,Active
FOODS_2_049_TX_1,FOODS_2_049,FOODS,FOODS_2,TX_1,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,2.22,2.28,1.6,0.68,Active
FOODS_2_049_TX_2,FOODS_2_049,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-01-31,2016-04-24,1912,0,2.22,2.28,1.6,0.68,Active
FOODS_2_049_TX_3,FOODS_2_049,FOODS,FOODS_2,TX_3,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,2.22,2.28,1.6,0.68,Active
FOODS_2_049_WI_1,FOODS_2_049,FOODS,FOODS_2,WI_1,WI,2012-10-27,2012-10-27,2016-04-24,1275,0,2.55,2.67,1.87,0.8,Active
FOODS_2_049_WI_2,FOODS_2_049,FOODS,FOODS_2,WI_2,WI,2012-04-28,2012-05-03,2016-04-24,1457,0,2.54,2.67,1.87,0.8,Active
FOODS_2_049_WI_3,FOODS_2_049,FOODS,FOODS_2,WI_3,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,2.61,2.92,2.04,0.88,Active
FOODS_2_050_CA_1,FOODS_2_050,FOODS,FOODS_2,CA_1,CA,2014-09-06,2014-09-06,2016-04-24,596,0,1.0,1.0,0.7,0.3,Active
FOODS_2_050_CA_2,FOODS_2_050,FOODS,FOODS_2,CA_2,CA,2015-05-23,2015-05-26,2016-04-24,337,0,1.0,1.0,0.7,0.3,Active
FOODS_2_050_CA_3,FOODS_2_050,FOODS,FOODS_2,CA_3,CA,2014-09-06,2014-09-09,2016-04-24,596,0,1.0,1.0,0.7,0.3,Active
FOODS_2_050_CA_4,FOODS_2_050,FOODS,FOODS_2,CA_4,CA,2014-09-06,2014-09-06,2016-04-19,596,5,1.0,1.0,0.7,0.3,Active
FOODS_2_050_TX_1,FOODS_2_050,FOODS,FOODS_2,TX_1,TX,2014-09-06,2014-09-11,2016-04-23,596,1,1.0,1.0,0.7,0.3,Active
FOODS_2_050_TX_2,FOODS_2_050,FOODS,FOODS_2,TX_2,TX,2014-09-06,2014-09-10,2016-04-24,596,0,1.0,1.0,0.7,0.3,Active
FOODS_2_050_TX_3,FOODS_2_050,FOODS,FOODS_2,TX_3,TX,2014-09-13,2014-09-15,2016-04-20,589,4,1.0,1.0,0.7,0.3,Active
FOODS_2_050_WI_1,FOODS_2_050,FOODS,FOODS_2,WI_1,WI,2014-09-06,2014-09-12,2016-04-24,596,0,1.0,1.0,0.7,0.3,Active
FOODS_2_050_WI_2,FOODS_2_050,FOODS,FOODS_2,WI_2,WI,2014-09-20,2014-09-20,2016-04-24,582,0,1.0,1.0,0.7,0.3,Active
FOODS_2_050_WI_3,FOODS_2_050,FOODS,FOODS_2,WI_3,WI,2014-09-20,2014-09-20,2016-04-24,582,0,1.0,1.0,0.7,0.3,Active
FOODS_2_051_CA_1,FOODS_2_051,FOODS,FOODS_2,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,2.51,2.58,1.81,0.77,Active
FOODS_2_051_CA_2,FOODS_2_051,FOODS,FOODS_2,CA_2,CA,2015-08-22,2015-08-28,2016-04-24,246,0,2.5,2.5,1.75,0.75,Active
FOODS_2_051_CA_3,FOODS_2_051,FOODS,FOODS_2,CA_3,CA,2011-03-12,2011-03-12,2016-04-24,1870,0,2.45,2.58,1.81,0.77,Active
FOODS_2_051_CA_4,FOODS_2_051,FOODS,FOODS_2,CA_4,CA,2011-03-19,2011-03-21,2016-04-24,1863,0,2.51,2.58,1.81,0.77,Active
FOODS_2_051_TX_1,FOODS_2_051,FOODS,FOODS_2,TX_1,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,2.49,2.58,1.81,0.77,Active
FOODS_2_051_TX_2,FOODS_2_051,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-01-29,2016-04-22,1912,2,2.5,2.58,1.81,0.77,Active
FOODS_2_051_TX_3,FOODS_2_051,FOODS,FOODS_2,TX_3,TX,2011-04-02,2011-04-03,2016-04-23,1849,1,2.0,2.75,1.92,0.83,Active
FOODS_2_051_WI_1,FOODS_2_051,FOODS,FOODS_2,WI_1,WI,2012-10-20,2012-10-26,2016-04-24,1282,0,2.5,2.5,1.75,0.75,Active
FOODS_2_051_WI_2,FOODS_2_051,FOODS,FOODS_2,WI_2,WI,2012-04-28,2012-05-04,2016-04-24,1457,0,2.5,2.5,1.75,0.75,Active
FOODS_2_051_WI_3,FOODS_2_051,FOODS,FOODS_2,WI_3,WI,2011-02-26,2011-03-02,2016-04-24,1884,0,2.51,2.58,1.81,0.77,Active
FOODS_2_052_CA_1,FOODS_2_052,FOODS,FOODS_2,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,12.95,13.98,9.79,4.19,Active
FOODS_2_052_CA_2,FOODS_2_052,FOODS,FOODS_2,CA_2,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,12.94,13.98,9.79,4.19,Active
FOODS_2_052_CA_3,FOODS_2_052,FOODS,FOODS_2,CA_3,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,12.43,13.98,9.79,4.19,Active
FOODS_2_052_CA_4,FOODS_2_052,FOODS,FOODS_2,CA_4,CA,2011-01-29,2011-01-29,2016-04-23,1912,1,12.96,13.98,9.79,4.19,Active
FOODS_2_052_TX_1,FOODS_2_052,FOODS,FOODS_2,TX_1,TX,2011-01-29,2011-01-29,2016-04-22,1912,2,11.82,13.98,9.79,4.19,Active
FOODS_2_052_TX_2,FOODS_2_052,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,11.82,13.98,9.79,4.19,Active
FOODS_2_052_TX_3,FOODS_2_052,FOODS,FOODS_2,TX_3,TX,2011-01-29,2011-01-29,2016-04-23,1912,1,11.82,13.98,9.79,4.19,Active
FOODS_2_052_WI_1,FOODS_2_052,FOODS,FOODS_2,WI_1,WI,2011-01-29,2011-01-30,2016-04-24,1912,0,12.95,13.98,9.79,4.19,Active
FOODS_2_052_WI_2,FOODS_2_052,FOODS,FOODS_2,WI_2,WI,2011-01-29,2011-01-29,2016-04-23,1912,1,12.94,13.98,9.79,4.19,Active
FOODS_2_052_WI_3,FOODS_2_052,FOODS,FOODS_2,WI_3,WI,2011-01-29,2011-01-29,2016-04-19,1912,5,12.9,13.98,9.79,4.19,Active
FOODS_2_053_CA_1,FOODS_2_053,FOODS,FOODS_2,CA_1,CA,2011-01-29,2011-01-29,2016-04-23,1912,1,7.3,7.34,5.14,2.2,Active
FOODS_2_053_CA_2,FOODS_2_053,FOODS,FOODS_2,CA_2,CA,2015-05-30,2015-05-30,2016-04-20,330,4,7.27,7.27,5.09,2.18,Active
FOODS_2_053_CA_3,FOODS_2_053,FOODS,FOODS_2,CA_3,CA,2011-03-19,2011-03-20,2016-04-21,1863,3,7.05,7.27,5.09,2.18,Active
FOODS_2_053_CA_4,FOODS_2_053,FOODS,FOODS_2,CA_4,CA,2011-04-30,2011-05-06,2016-04-24,1821,0,7.31,7.34,5.14,2.2,Active
FOODS_2_053_TX_1,FOODS_2_053,FOODS,FOODS_2,TX_1,TX,2011-01-29,2011-01-30,2016-04-18,1912,6,6.96,7.27,5.09,2.18,Active
FOODS_2_053_TX_2,FOODS_2_053,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-01-29,2016-04-17,1912,7,6.93,6.94,4.86,2.08,Active
FOODS_2_053_TX_3,FOODS_2_053,FOODS,FOODS_2,TX_3,TX,2011-05-14,2011-05-17,2016-04-23,1807,1,6.97,7.27,5.09,2.18,Active
FOODS_2_053_WI_1,FOODS_2_053,FOODS,FOODS_2,WI_1,WI,2012-11-03,2012-11-03,2014-06-09,1268,685,6.95,7.27,5.09,2.18,Inactive
FOODS_2_053_WI_2,FOODS_2_053,FOODS,FOODS_2,WI_2,WI,2012-05-05,2012-05-06,2016-04-23,1450,1,7.09,7.27,5.09,2.18,Active
FOODS_2_053_WI_3,FOODS_2_053,FOODS,FOODS_2,WI_3,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,7.05,7.27,5.09,2.18,Active
FOODS_2_054_CA_1,FOODS_2_054,FOODS,FOODS_2,CA_1,CA,2011-01-29,2011-01-29,2016-04-23,1912,1,2.74,2.97,2.08,0.89,Active
FOODS_2_054_CA_2,FOODS_2_054,FOODS,FOODS_2,CA_2,CA,2015-05-23,2015-05-27,2016-04-24,337,0,2.97,2.97,2.08,0.89,Active
FOODS_2_054_CA_3,FOODS_2_054,FOODS,FOODS_2,CA_3,CA,2011-01-29,2011-01-29,2016-04-23,1912,1,2.73,2.97,2.08,0.89,Active
FOODS_2_054_CA_4,FOODS_2_054,FOODS,FOODS_2,CA_4,CA,2011-01-29,2011-01-29,2016-04-23,1912,1,2.74,2.97,2.08,0.89,Active
FOODS_2_054_TX_1,FOODS_2_054,FOODS,FOODS_2,TX_1,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,2.6,2.97,2.08,0.89,Active
FOODS_2_054_TX_2,FOODS_2_054,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,2.6,2.97,2.08,0.89,Active
FOODS_2_054_TX_3,FOODS_2_054,FOODS,FOODS_2,TX_3,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,2.6,2.97,2.08,0.89,Active
FOODS_2_054_WI_1,FOODS_2_054,FOODS,FOODS_2,WI_1,WI,2012-10-20,2012-10-26,2016-04-24,1282,0,2.85,2.97,2.08,0.89,Active
FOODS_2_054_WI_2,FOODS_2_054,FOODS,FOODS_2,WI_2,WI,2012-04-28,2012-05-04,2016-04-24,1457,0,2.84,2.97,2.08,0.89,Active
FOODS_2_054_WI_3,FOODS_2_054,FOODS,FOODS_2,WI_3,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,2.74,2.97,2.08,0.89,Active
FOODS_2_055_CA_1,FOODS_2_055,FOODS,FOODS_2,CA_1,CA,2011-04-02,2011-04-03,2016-04-23,1849,1,2.54,2.75,1.92,0.83,Active
FOODS_2_055_CA_2,FOODS_2_055,FOODS,FOODS_2,CA_2,CA,2015-05-23,2015-05-27,2016-04-24,337,0,2.5,2.5,1.75,0.75,Active
FOODS_2_055_CA_3,FOODS_2_055,FOODS,FOODS_2,CA_3,CA,2011-01-29,2011-01-29,2016-04-22,1912,2,2.51,2.75,1.92,0.83,Active
FOODS_2_055_CA_4,FOODS_2_055,FOODS,FOODS_2,CA_4,CA,2011-02-19,2011-02-24,2016-04-23,1891,1,2.54,2.75,1.92,0.83,Active
FOODS_2_055_TX_1,FOODS_2_055,FOODS,FOODS_2,TX_1,TX,2011-01-29,2011-01-29,2016-04-07,1912,17,2.39,2.75,1.92,0.83,Active
FOODS_2_055_TX_2,FOODS_2_055,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-01-30,2016-04-24,1912,0,2.4,2.75,1.92,0.83,Active
FOODS_2_055_TX_3,FOODS_2_055,FOODS,FOODS_2,TX_3,TX,2011-10-01,2011-10-02,2016-04-06,1667,18,2.5,2.5,1.75,0.75,Active
FOODS_2_055_WI_1,FOODS_2_055,FOODS,FOODS_2,WI_1,WI,2012-10-27,2012-11-01,2016-04-24,1275,0,2.56,2.75,1.92,0.83,Active
FOODS_2_055_WI_2,FOODS_2_055,FOODS,FOODS_2,WI_2,WI,2012-05-05,2012-05-10,2016-04-24,1450,0,2.56,2.75,1.92,0.83,Active
FOODS_2_055_WI_3,FOODS_2_055,FOODS,FOODS_2,WI_3,WI,2011-01-29,2011-01-29,2016-04-15,1912,9,2.54,2.75,1.92,0.83,Active
FOODS_2_056_CA_1,FOODS_2_056,FOODS,FOODS_2,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,7.1,7.47,5.23,2.24,Active
FOODS_2_056_CA_2,FOODS_2_056,FOODS,FOODS_2,CA_2,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,7.09,7.47,5.23,2.24,Active
FOODS_2_056_CA_3,FOODS_2_056,FOODS,FOODS_2,CA_3,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,7.0,7.47,5.23,2.24,Active
FOODS_2_056_CA_4,FOODS_2_056,FOODS,FOODS_2,CA_4,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,7.09,7.47,5.23,2.24,Active
FOODS_2_056_TX_1,FOODS_2_056,FOODS,FOODS_2,TX_1,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,6.94,7.47,5.23,2.24,Active
FOODS_2_056_TX_2,FOODS_2_056,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,7.03,7.47,5.23,2.24,Active
FOODS_2_056_TX_3,FOODS_2_056,FOODS,FOODS_2,TX_3,TX,2011-01-29,2011-01-29,2016-04-23,1912,1,6.94,7.47,5.23,2.24,Active
FOODS_2_056_WI_1,FOODS_2_056,FOODS,FOODS_2,WI_1,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,7.1,7.47,5.23,2.24,Active
FOODS_2_056_WI_2,FOODS_2_056,FOODS,FOODS_2,WI_2,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,7.14,7.47,5.23,2.24,Active
FOODS_2_056_WI_3,FOODS_2_056,FOODS,FOODS_2,WI_3,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,7.09,7.47,5.23,2.24,Active
FOODS_2_057_CA_1,FOODS_2_057,FOODS,FOODS_2,CA_1,CA,2014-05-10,2014-05-16,2016-04-17,715,7,3.95,3.98,2.79,1.19,Active
FOODS_2_057_CA_2,FOODS_2_057,FOODS,FOODS_2,CA_2,CA,2015-05-30,2015-06-04,2016-04-24,330,0,3.94,3.98,2.79,1.19,Active
FOODS_2_057_CA_3,FOODS_2_057,FOODS,FOODS_2,CA_3,CA,2014-05-10,2014-05-14,2016-04-24,715,0,3.91,3.98,2.79,1.19,Active
FOODS_2_057_CA_4,FOODS_2_057,FOODS,FOODS_2,CA_4,CA,2014-05-24,2014-05-24,2016-04-21,701,3,3.95,3.98,2.79,1.19,Active
FOODS_2_057_TX_1,FOODS_2_057,FOODS,FOODS_2,TX_1,TX,2014-05-31,2014-06-06,2016-04-24,694,0,3.92,3.98,2.79,1.19,Active
FOODS_2_057_TX_2,FOODS_2_057,FOODS,FOODS_2,TX_2,TX,2014-06-28,2014-06-29,2016-04-20,666,4,3.91,3.98,2.79,1.19,Active
FOODS_2_057_TX_3,FOODS_2_057,FOODS,FOODS_2,TX_3,TX,2014-05-24,2014-05-30,2016-04-22,701,2,3.92,3.98,2.79,1.19,Active
FOODS_2_057_WI_1,FOODS_2_057,FOODS,FOODS_2,WI_1,WI,2014-05-24,2014-05-24,2016-04-23,701,1,3.95,3.98,2.79,1.19,Active
FOODS_2_057_WI_2,FOODS_2_057,FOODS,FOODS_2,WI_2,WI,2015-08-15,2015-08-19,2015-10-05,253,202,3.96,3.98,2.79,1.19,Inactive
FOODS_2_057_WI_3,FOODS_2_057,FOODS,FOODS_2,WI_3,WI,2015-04-18,2015-04-24,2016-04-24,372,0,3.89,3.98,2.79,1.19,Active
FOODS_2_058_CA_1,FOODS_2_058,FOODS,FOODS_2,CA_1,CA,2011-03-19,2011-03-21,2016-04-17,1863,7,4.88,5.28,3.7,1.58,Active
FOODS_2_058_CA_2,FOODS_2_058,FOODS,FOODS_2,CA_2,CA,2012-09-08,2012-09-14,2016-04-23,1324,1,4.97,5.28,3.7,1.58,Active
FOODS_2_058_CA_3,FOODS_2_058,FOODS,FOODS_2,CA_3,CA,2011-03-05,2011-03-10,2016-04-24,1877,0,4.85,5.28,3.7,1.58,Active
FOODS_2_058_CA_4,FOODS_2_058,FOODS,FOODS_2,CA_4,CA,2011-01-29,2011-01-30,2016-04-20,1912,4,4.86,5.28,3.7,1.58,Active
FOODS_2_058_TX_1,FOODS_2_058,FOODS,FOODS_2,TX_1,TX,2011-03-26,2011-04-01,2016-04-21,1856,3,4.79,5.28,3.7,1.58,Active
FOODS_2_058_TX_2,FOODS_2_058,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,4.82,5.28,3.7,1.58,Active
FOODS_2_058_TX_3,FOODS_2_058,FOODS,FOODS_2,TX_3,TX,2011-03-26,2011-03-26,2016-04-24,1856,0,4.84,5.28,3.7,1.58,Active
FOODS_2_058_WI_1,FOODS_2_058,FOODS,FOODS_2,WI_1,WI,2012-09-08,2012-09-13,2016-04-24,1324,0,4.97,5.28,3.7,1.58,Active
FOODS_2_058_WI_2,FOODS_2_058,FOODS,FOODS_2,WI_2,WI,2012-04-28,2012-05-04,2016-04-24,1457,0,4.95,5.28,3.7,1.58,Active
FOODS_2_058_WI_3,FOODS_2_058,FOODS,FOODS_2,WI_3,WI,2011-01-29,2011-01-30,2016-04-24,1912,0,4.85,5.28,3.7,1.58,Active
FOODS_2_059_CA_1,FOODS_2_059,FOODS,FOODS_2,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,5.99,6.33,4.43,1.9,Active
FOODS_2_059_CA_2,FOODS_2_059,FOODS,FOODS_2,CA_2,CA,2015-05-23,2015-05-26,2016-04-24,337,0,5.98,5.98,4.19,1.79,Active
FOODS_2_059_CA_3,FOODS_2_059,FOODS,FOODS_2,CA_3,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,5.99,6.33,4.43,1.9,Active
FOODS_2_059_CA_4,FOODS_2_059,FOODS,FOODS_2,CA_4,CA,2012-05-05,2012-05-05,2016-04-24,1450,0,5.99,6.33,4.43,1.9,Active
FOODS_2_059_TX_1,FOODS_2_059,FOODS,FOODS_2,TX_1,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,5.84,6.33,4.43,1.9,Active
FOODS_2_059_TX_2,FOODS_2_059,FOODS,FOODS_2,TX_2,TX,2011-01-29,2011-02-02,2016-04-21,1912,3,5.84,6.33,4.43,1.9,Active
FOODS_2_059_TX_3,FOODS_2_059,FOODS,FOODS_2,TX_3,TX,2011-01-29,2011-01-29,2016-04-24,1912,0,5.84,6.33,4.43,1.9,Active
FOODS_2_059_WI_1,FOODS_2_059,FOODS,FOODS_2,WI_1,WI,2012-10-27,2012-10-27,2016-04-24,1275,0,5.99,6.33,4.43,1.9,Active
FOODS_2_059_WI_2,FOODS_2_059,FOODS,FOODS_2,WI_2,WI,2012-04-28,2012-05-04,2016-04-24,1457,0,5.99,6.33,4.43,1.9,Active
FOODS_2_059_WI_3,FOODS_2_059,FOODS,FOODS_2,WI_3,WI,2011-01-29,2011-01-29,2016-04-24,1912,0,5.99,6.33,4.43,1.9,Active
FOODS_2_060_CA_1,FOODS_2_060,FOODS,FOODS_2,CA_1,CA,2011-01-29,2011-01-29,2016-04-24,1912,0,7.36,7.98,5.59,2.39,Active
FOODS_2_060_CA_2,FOODS_2_060,FOODS,FOODS_2,CA_2,CA,2012-04-28,2012-05-02,2016-04-24,1457,0,7.47,7.98,5.59,2.39,Active
FOODS_2_060_CA_3,FOODS_2_060,FOODS,FOODS_2,CA_3,CA,2011-01-29,2011-01-29,2016-04-22,1912,2,7.13,7.98,5.59,2.39,Active
