date,sku_id,opening_stock,units_sold,fulfilled_units,lost_sales_units,received_stock,order_placed_units,on_hand_units,reorder_point,reorder_quantity,on_order_units,lead_time_days,target_stock,inventory_status,estimated_inventory_value,days_of_supply,avg_weekly_forecast_rate,lead_time_demand,forward_window_demand,available_position,stockout_risk_score,overstock_risk_score,quadrant,recommended_action,unit_cost,list_price,stockout_value_at_risk,overstock_value_at_risk,estimated_value_at_stake
2016-04-24,HOBBIES_1_001_CA_3,0,3,3,0,12,0,9,4,12,0,5,6,Overstock,52.83,22.7,5.993826515540953,4.281304653957824,47.95061212432763,9,0.0,0.0,Healthy,No action needed; leave as is.,5.87,8.27,0.0,0.0,0.0
2016-04-24,HOBBIES_1_001_CA_4,1,1,1,0,0,0,0,3,10,10,5,5,Stockout,0.0,0.0,5.697211861997766,4.069437044284118,45.57769489598213,10,0.0,0.0,Healthy,No action needed; leave as is.,6.71,8.29,0.0,0.0,0.0
2016-04-24,HOBBIES_1_001_TX_1,3,2,2,0,0,6,1,2,6,6,5,3,Low Stock,6.71,7.4,1.6613006512153652,1.1866433222966895,13.290405209722921,7,0.0,0.0,Healthy,No action needed; leave as is.,6.71,8.25,0.0,0.0,0.0
2016-04-24,HOBBIES_1_001_TX_2,3,0,0,0,0,0,3,2,8,0,5,4,Healthy,20.13,14.3,4.122936832509261,2.944954880363758,32.983494660074086,3,0.0,0.0,Healthy,No action needed; leave as is.,6.71,8.27,0.0,0.0,0.0
2016-04-24,HOBBIES_1_001_TX_3,4,0,0,0,0,0,4,2,8,0,5,4,Healthy,24.12,19.9,4.2594861866560745,3.0424901333257677,34.075889493248596,4,0.0,0.0,Healthy,No action needed; leave as is.,6.03,8.33,0.0,0.0,0.0
2016-04-24,HOBBIES_1_001_WI_1,0,1,0,1,0,0,0,1,4,4,5,2,Stockout,0.0,0.0,3.528094714957615,2.5200676535411537,28.22475771966092,4,0.0,0.0,Healthy,No action needed; leave as is.,6.71,8.33,0.0,0.0,0.0
2016-04-24,HOBBIES_1_001_WI_2,2,1,1,0,0,2,1,1,2,2,5,1,Low Stock,6.03,16.6,0.28750955647670523,0.20536396891193232,2.300076451813642,3,0.0,0.0,Healthy,No action needed; leave as is.,6.03,8.43,0.0,0.0,0.0
2016-04-24,HOBBIES_1_001_WI_3,4,0,0,0,0,0,4,1,4,0,5,2,Overstock,23.48,35.1,1.8828598032252435,1.3448998594466026,15.062878425801948,4,0.0,0.0,Healthy,No action needed; leave as is.,5.87,8.27,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_CA_1,7,0,0,0,0,0,7,3,8,0,5,4,Overstock,19.46,27.2,2.4757278353418846,1.7683770252442033,19.805822682735077,7,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_CA_2,3,0,0,0,0,0,3,2,6,0,5,3,Healthy,8.34,17.5,0.914667547974032,0.6533339628385944,7.317340383792256,3,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_CA_3,5,0,0,0,0,0,5,2,8,0,5,4,Healthy,13.9,21.2,1.1504443023696418,0.8217459302640299,9.203554418957134,5,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.95,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_CA_4,5,1,1,0,0,0,4,2,6,0,5,3,Healthy,11.12,23.7,1.4148392401306558,1.0105994572361827,11.318713921045246,4,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_TX_1,3,1,1,0,0,0,2,1,4,0,5,2,Healthy,5.56,17.4,0.4157784720076233,0.2969846228625881,3.3262277760609864,2,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_TX_2,3,1,1,0,0,6,2,2,6,6,5,3,Low Stock,5.56,12.8,0.9269949129677848,0.6621392235484177,7.415959303742278,8,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_TX_3,5,1,1,0,0,0,4,2,6,0,5,3,Healthy,11.12,21.4,0.5084747169493763,0.36319622639241167,4.06779773559501,4,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_WI_1,4,2,2,0,0,0,2,5,18,18,5,9,Low Stock,5.56,3.3,6.175987733403176,4.411419809573697,49.407901867225405,20,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_WI_2,11,0,0,0,0,0,11,4,14,0,5,7,Overstock,30.58,27.0,4.995670491754186,3.5683360655387046,39.96536393403349,11,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_002_WI_3,5,0,0,0,0,0,5,3,12,0,5,6,Healthy,13.9,14.4,2.8376904962122502,2.02692178300875,22.701523969698002,5,0.0,0.0,Healthy,No action needed; leave as is.,2.78,3.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_CA_1,2,1,1,0,0,0,1,2,6,6,5,3,Low Stock,2.08,6.6,1.9698893074797537,1.407063791056967,15.75911445983803,7,0.0,0.0,Healthy,No action needed; leave as is.,2.08,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_CA_2,1,0,0,0,0,0,1,1,4,4,5,2,Low Stock,2.08,13.2,4.94552278809739,3.5325162772124217,39.56418230477912,5,0.0,0.0,Healthy,No action needed; leave as is.,2.08,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_CA_3,1,1,1,0,0,0,0,1,4,4,5,2,Stockout,0.0,0.0,2.2729070003760716,1.6235050002686227,18.183256003008573,4,0.0,0.0,Healthy,No action needed; leave as is.,2.08,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_CA_4,3,0,0,0,0,0,3,1,4,0,5,2,Overstock,6.24,35.6,1.3898822398713102,0.9927730284795073,11.119057918970482,3,0.0,0.0,Healthy,No action needed; leave as is.,2.08,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_TX_1,2,0,0,0,0,0,2,1,2,0,5,1,Overstock,4.16,38.6,1.248433574120006,0.8917382672285759,9.987468592960049,2,0.0,0.0,Healthy,No action needed; leave as is.,2.08,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_TX_2,2,0,0,0,0,0,2,1,2,0,5,1,Overstock,4.16,37.9,0.9623540468427947,0.6873957477448533,7.6988323747423575,2,0.0,0.0,Healthy,No action needed; leave as is.,2.08,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_TX_3,3,0,0,0,0,0,3,1,4,0,5,2,Overstock,6.24,32.2,1.3909141791942017,0.9935101279958584,11.127313433553613,3,0.0,0.0,Healthy,No action needed; leave as is.,2.08,2.95,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_WI_1,0,1,1,0,4,0,3,1,4,0,5,2,Overstock,6.24,32.6,1.619028466738632,1.1564489048133086,12.952227733909057,3,0.0,0.0,Healthy,No action needed; leave as is.,2.08,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_WI_2,2,0,0,0,0,0,2,1,2,0,5,1,Overstock,8.36,35.8,0.8133965303699695,0.5809975216928354,6.507172242959756,2,0.0,0.0,Healthy,No action needed; leave as is.,4.18,2.99,0.0,0.0,0.0
2016-04-24,HOBBIES_1_003_WI_3,2,1,1,0,0,2,1,1,2,2,5,1,Low Stock,2.08,44.5,0.6839265055213659,0.48851893251526135,5.471412044170927,3,0.0,0.0,Healthy,No action needed; leave as is.,2.08,2.92,0.0,0.0,0.0
2016-04-24,HOBBIES_1_004_CA_1,35,2,2,0,0,0,33,14,52,0,5,26,Healthy,107.25,19.2,14.444660447274378,10.317614605195985,115.55728357819503,33,0.0,0.0,Healthy,No action needed; leave as is.,3.25,4.53,0.0,0.0,0.0
2016-04-24,HOBBIES_1_004_CA_2,109,1,1,0,0,0,108,32,118,0,5,59,Overstock,351.0,27.5,23.35954799201067,16.685391422864765,186.87638393608535,108,0.0,0.0,Healthy,No action needed; leave as is.,3.25,4.53,0.0,0.0,0.0
2016-04-24,HOBBIES_1_004_CA_3,148,3,3,0,0,0,145,44,164,0,5,82,Overstock,471.25,26.6,44.71864859917876,31.94189185655626,357.7491887934301,145,0.0,0.0,Healthy,No action needed; leave as is.,3.25,4.53,0.0,0.0,0.0
2016-04-24,HOBBIES_1_004_CA_4,16,0,0,0,0,0,16,7,26,0,5,13,Healthy,52.0,19.3,4.209964754320127,3.0071176816572334,33.67971803456101,16,0.0,0.0,Healthy,No action needed; leave as is.,3.25,4.53,0.0,0.0,0.0
2016-04-24,HOBBIES_1_004_TX_1,55,2,2,0,0,0,53,13,48,0,5,24,Overstock,172.25,34.4,1.6779748682871907,1.1985534773479933,13.423798946297525,53,0.0,0.7467207745981599,Markdown / Clear,Promote or discount to free up capital.,3.25,4.53,0.0,128.62265342453304,128.62265342453304
2016-04-24,HOBBIES_1_004_TX_2,23,3,3,0,0,0,20,15,56,0,5,28,Healthy,65.0,10.7,7.3040172029871275,5.217155144990805,58.43213762389702,20,0.0,0.0,Healthy,No action needed; leave as is.,3.25,4.53,0.0,0.0,0.0
2016-04-24,HOBBIES_1_004_TX_3,26,2,2,0,0,0,24,14,50,0,5,25,Healthy,78.0,14.5,6.294742165096839,4.496244403640599,50.35793732077471,24,0.0,0.0,Healthy,No action needed; leave as is.,3.25,4.32,0.0,0.0,0.0
2016-04-24,HOBBIES_1_004_WI_1,1,0,0,0,16,0,17,4,16,0,5,8,Overstock,55.25,35.9,2.695232907359281,1.9251663623994864,21.561863258874247,17,0.0,0.0,Healthy,No action needed; leave as is.,3.25,4.53,0.0,0.0,0.0
2016-04-24,HOBBIES_1_004_WI_2,4,0,0,0,0,0,4,3,10,0,5,5,Healthy,13.0,13.4,4.104997103875062,2.9321407884821875,32.8399768310005,4,0.0,0.0,Healthy,No action needed; leave as is.,3.25,4.5,0.0,0.0,0.0
2016-04-24,HOBBIES_1_004_WI_3,46,2,2,0,0,0,44,22,82,0,5,41,Healthy,143.0,16.2,17.59410923074263,12.56722087910188,140.75287384594105,44,0.0,0.0,Healthy,No action needed; leave as is.,3.25,4.53,0.0,0.0,0.0
2016-04-24,HOBBIES_1_005_CA_1,5,4,4,0,0,0,1,8,30,30,5,15,Low Stock,2.16,1.0,7.645585845433127,5.461132746737948,61.16468676346501,31,0.0,0.0,Healthy,No action needed; leave as is.,2.16,2.94,0.0,0.0,0.0
2016-04-24,HOBBIES_1_005_CA_2,37,2,2,0,0,0,35,9,32,0,5,16,Overstock,75.6,32.8,11.03691045107788,7.8835074650556285,88.29528360862304,35,0.0,0.0,Healthy,No action needed; leave as is.,2.16,2.94,0.0,0.0,0.0
2016-04-24,HOBBIES_1_005_CA_3,40,1,1,0,0,0,39,12,42,0,5,21,Overstock,84.24,28.0,11.743220917525242,8.388014941089459,93.94576734020194,39,0.0,0.0,Healthy,No action needed; leave as is.,2.16,2.94,0.0,0.0,0.0
2016-04-24,HOBBIES_1_005_CA_4,11,2,2,0,0,0,9,4,16,0,5,8,Healthy,18.81,18.5,14.398083041876877,10.284345029912055,115.18466433501501,9,0.12488350266123248,0.0,Healthy,No action needed; leave as is.,2.09,2.92,3.750287487343201,0.0,3.750287487343201
2016-04-24,HOBBIES_1_005_TX_1,0,2,0,2,0,0,0,5,18,18,5,9,Stockout,0.0,0.0,5.629386629779658,4.020990449842613,45.035093038237264,18,0.0,0.0,Healthy,No action needed; leave as is.,1.91,2.7,0.0,0.0,0.0
2016-04-24,HOBBIES_1_005_TX_2,9,0,0,0,0,0,9,9,32,32,5,16,Low Stock,17.19,8.5,3.041053181080785,2.172180843629132,24.32842544864628,41,0.0,0.0,Healthy,No action needed; leave as is.,1.91,2.71,0.0,0.0,0.0
2016-04-24,HOBBIES_1_005_TX_3,19,1,1,0,0,0,18,5,16,0,5,8,Overstock,37.62,34.4,4.143240251196532,2.959457322283237,33.14592200957225,18,0.0,0.0,Healthy,No action needed; leave as is.,2.09,2.84,0.0,0.0,0.0
2016-04-24,HOBBIES_1_005_WI_1,6,1,1,0,0,0,5,6,22,22,5,11,Low Stock,10.8,7.2,5.8950873012729375,4.210776643766384,47.1606984101835,27,0.0,0.0,Healthy,No action needed; leave as is.,2.16,2.94,0.0,0.0,0.0
2016-04-24,HOBBIES_1_005_WI_2,9,1,1,0,0,0,8,3,10,0,5,5,Overstock,17.28,25.7,4.010409678975946,2.8645783421256756,32.083277431807566,8,0.0,0.0,Healthy,No action needed; leave as is.,2.16,2.93,0.0,0.0,0.0
2016-04-24,HOBBIES_1_005_WI_3,9,0,0,0,0,0,9,5,18,0,5,9,Healthy,19.44,16.0,3.827763228648573,2.734116591891838,30.622105829188584,9,0.0,0.0,Healthy,No action needed; leave as is.,2.16,2.94,0.0,0.0,0.0
2016-04-24,HOBBIES_1_006_CA_1,11,0,0,0,0,0,11,7,26,0,5,13,Healthy,7.7,12.8,6.91890266788511,4.94207333420365,55.35122134308088,11,0.0,0.0,Healthy,No action needed; leave as is.,0.7,0.99,0.0,0.0,0.0
2016-04-24,HOBBIES_1_006_CA_2,7,0,0,0,0,0,7,6,22,0,5,11,Healthy,4.9,10.3,4.806999556898706,3.4335711120705046,38.45599645518965,7,0.0,0.0,Healthy,No action needed; leave as is.,0.7,0.99,0.0,0.0,0.0
2016-04-24,HOBBIES_1_006_CA_3,47,6,6,0,0,0,41,12,44,0,5,22,Overstock,28.7,29.0,7.599644764199611,5.428317688714007,60.797158113596886,41,0.0,0.0,Healthy,No action needed; leave as is.,0.7,0.99,0.0,0.0,0.0
2016-04-24,HOBBIES_1_006_CA_4,0,2,2,0,2,2,0,1,2,2,5,1,Stockout,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,Healthy,No action needed; leave as is.,0.7,1.0,0.0,0.0,0.0
2016-04-24,HOBBIES_1_006_TX_1,8,1,1,0,0,0,7,3,10,0,5,5,Healthy,4.9,22.9,2.9983625213607983,2.141687515257713,23.986900170886386,7,0.0,0.0,Healthy,No action needed; leave as is.,0.7,0.99,0.0,0.0,0.0
2016-04-24,HOBBIES_1_006_TX_2,7,2,2,0,0,0,5,4,16,0,5,8,Healthy,3.5,10.4,1.9521028276738104,1.3943591626241503,15.616822621390483,5,0.0,0.0,Healthy,No action needed; leave as is.,0.7,0.99,0.0,0.0,0.0
2016-04-24,HOBBIES_1_006_TX_3,6,1,1,0,0,0,5,3,10,0,5,5,Healthy,3.85,15.8,1.5951711871659644,1.1394079908328318,12.761369497327715,5,0.0,0.0,Healthy,No action needed; leave as is.,0.77,1.03,0.0,0.0,0.0
2016-04-24,HOBBIES_1_006_WI_1,23,2,2,0,0,0,21,15,56,0,5,28,Healthy,14.7,11.4,16.559530140879303,11.82823581491379,132.47624112703443,21,0.0,0.0,Healthy,No action needed; leave as is.,0.7,0.99,0.0,0.0,0.0
2016-04-24,HOBBIES_1_006_WI_2,5,0,0,0,0,0,5,4,14,0,5,7,Healthy,3.9,11.4,7.292530380045416,5.208950271461012,58.340243040363326,5,0.04011370056762033,0.0,Healthy,No action needed; leave as is.,0.78,1.06,0.22148728774867235,0.0,0.22148728774867235
2016-04-24,HOBBIES_1_006_WI_3,15,2,2,0,0,0,13,4,16,0,5,8,Overstock,9.1,26.7,5.23690200102345,3.7406442864453218,41.8952160081876,13,0.0,0.0,Healthy,No action needed; leave as is.,0.7,0.99,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_CA_1,6,1,1,0,0,0,5,2,8,0,5,4,Healthy,27.8,22.6,2.0231972431642835,1.4451408879744883,16.185577945314268,5,0.0,0.0,Healthy,No action needed; leave as is.,5.56,7.89,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_CA_2,0,0,0,0,0,0,0,2,4,4,5,2,Stockout,0.0,0.0,1.4485375112960686,1.0346696509257634,11.588300090368548,4,0.0,0.0,Healthy,No action needed; leave as is.,5.56,7.89,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_CA_3,3,0,0,0,0,0,3,2,6,0,5,3,Healthy,16.68,19.9,1.8428301589870852,1.3163072564193465,14.742641271896682,3,0.0,0.0,Healthy,No action needed; leave as is.,5.56,7.87,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_CA_4,5,0,0,0,0,0,5,2,6,0,5,3,Overstock,27.8,27.2,2.4750859968320555,1.767918569165754,19.800687974656444,5,0.0,0.0,Healthy,No action needed; leave as is.,5.56,7.89,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_TX_1,3,0,0,0,0,0,3,1,4,0,5,2,Overstock,16.68,29.6,1.3819477072225208,0.9871055051589435,11.055581657780166,3,0.0,0.0,Healthy,No action needed; leave as is.,5.56,7.85,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_TX_2,3,0,0,0,0,0,3,2,6,0,5,3,Healthy,16.68,21.3,1.0459978758285118,0.7471413398775084,8.367983006628094,3,0.0,0.0,Healthy,No action needed; leave as is.,5.56,7.89,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_TX_3,2,1,1,0,0,4,1,1,4,4,5,2,Low Stock,5.56,9.3,1.0906253730479796,0.7790181236056997,8.725002984383837,5,0.0,0.0,Healthy,No action needed; leave as is.,5.56,7.89,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_WI_1,8,0,0,0,0,0,8,3,10,0,5,5,Overstock,44.48,27.0,4.1412906894701225,2.9580647781929446,33.13032551576098,8,0.0,0.0,Healthy,No action needed; leave as is.,5.56,7.9,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_WI_2,1,1,1,0,0,0,0,1,4,4,5,2,Stockout,0.0,0.0,1.7835390096506534,1.2739564354647523,14.268312077205227,4,0.0,0.0,Healthy,No action needed; leave as is.,5.52,7.88,0.0,0.0,0.0
2016-04-24,HOBBIES_1_007_WI_3,4,0,0,0,0,0,4,2,6,0,5,3,Healthy,22.24,29.9,1.3199813617593528,0.9428438298281091,10.559850894074822,4,0.0,0.0,Healthy,No action needed; leave as is.,5.56,7.88,0.0,0.0,0.0
2016-04-24,HOBBIES_1_008_CA_1,242,1,1,0,0,0,241,58,218,0,5,109,Overstock,84.35,33.3,86.6997114504027,61.928365321716214,693.5976916032216,241,0.0,0.0,Healthy,No action needed; leave as is.,0.35,0.48,0.0,0.0,0.0
2016-04-24,HOBBIES_1_008_CA_2,31,7,7,0,0,0,24,34,124,124,5,62,Low Stock,8.4,5.8,30.989225660604507,22.135161186146078,247.91380528483606,148,0.0,0.0,Healthy,No action needed; leave as is.,0.35,0.48,0.0,0.0,0.0
2016-04-24,HOBBIES_1_008_CA_3,252,8,8,0,0,0,244,70,262,0,5,131,Overstock,85.4,28.0,70.80079950125328,50.57199964375234,566.4063960100262,244,0.0,0.0,Healthy,No action needed; leave as is.,0.35,0.47,0.0,0.0,0.0
2016-04-24,HOBBIES_1_008_CA_4,54,4,4,0,0,0,50,39,144,0,5,72,Healthy,17.5,10.5,30.732377016466568,21.95169786890469,245.85901613173255,50,0.0,0.0,Healthy,No action needed; leave as is.,0.35,0.48,0.0,0.0,0.0
2016-04-24,HOBBIES_1_008_TX_1,86,1,1,0,0,0,85,24,90,0,5,45,Overstock,29.75,28.7,1.6172713849671458,1.1551938464051041,12.938171079737167,85,0.0,0.8477862225913274,Markdown / Clear,Promote or discount to free up capital.,0.35,0.48,0.0,25.221640122091987,25.221640122091987
2016-04-24,HOBBIES_1_008_TX_2,123,2,2,0,0,0,121,42,158,0,5,79,Overstock,42.35,23.1,26.66868575015407,19.04906125011005,213.34948600123255,121,0.0,0.0,Healthy,No action needed; leave as is.,0.35,0.48,0.0,0.0,0.0
2016-04-24,HOBBIES_1_008_TX_3,33,1,1,0,0,0,32,21,78,0,5,39,Healthy,11.2,12.4,21.216669842890685,15.154764173493346,169.73335874312548,32,0.0,0.0,Healthy,No action needed; leave as is.,0.35,0.48,0.0,0.0,0.0
2016-04-24,HOBBIES_1_008_WI_1,62,8,8,0,0,0,54,38,142,0,5,71,Healthy,18.9,11.4,19.148168121289203,13.677262943778002,153.18534497031362,54,0.0,0.0,Healthy,No action needed; leave as is.,0.35,0.48,0.0,0.0,0.0
2016-04-24,HOBBIES_1_008_WI_2,19,0,0,0,0,0,19,24,90,90,5,45,Low Stock,6.65,6.4,16.206090810585728,11.575779150418377,129.64872648468582,109,0.0,0.0,Healthy,No action needed; leave as is.,0.35,0.48,0.0,0.0,0.0
2016-04-24,HOBBIES_1_008_WI_3,11,3,3,0,76,0,84,20,76,0,5,38,Overstock,29.4,34.0,16.4100999305971,11.7214999504265,131.2807994447768,84,0.0,0.0,Healthy,No action needed; leave as is.,0.35,0.48,0.0,0.0,0.0
2016-04-24,HOBBIES_1_009_CA_1,20,0,0,0,0,0,20,10,36,0,5,18,Healthy,24.8,16.9,0.2924835231585438,0.20891680225610273,2.3398681852683505,20,0.0,0.8830065907365825,Markdown / Clear,Promote or discount to free up capital.,1.24,1.76,0.0,21.898563450267243,21.898563450267243
2016-04-24,HOBBIES_1_009_CA_2,22,0,0,0,0,0,22,6,22,0,5,11,Overstock,27.28,31.1,5.535917265916996,3.9542266185121404,44.28733812733597,22,0.0,0.0,Healthy,No action needed; leave as is.,1.24,1.76,0.0,0.0,0.0
2016-04-24,HOBBIES_1_009_CA_3,40,5,5,0,0,0,35,10,34,0,5,17,Overstock,43.4,31.0,8.165893169514161,5.8327808353672586,65.32714535611329,35,0.0,0.0,Healthy,No action needed; leave as is.,1.24,1.76,0.0,0.0,0.0
2016-04-24,HOBBIES_1_009_CA_4,25,1,1,0,0,0,24,11,40,0,5,20,Healthy,29.76,18.6,17.716836210200853,12.654883007286324,141.73468968160682,24,0.0,0.0,Healthy,No action needed; leave as is.,1.24,1.77,0.0,0.0,0.0
2016-04-24,HOBBIES_1_009_TX_1,7,1,1,0,0,20,6,6,20,20,5,10,Low Stock,6.84,9.4,4.462601303950247,3.187572359964462,35.70081043160197,26,0.0,0.0,Healthy,No action needed; leave as is.,1.14,1.63,0.0,0.0,0.0
2016-04-24,HOBBIES_1_009_TX_2,7,2,2,0,0,0,5,8,28,28,5,14,Low Stock,5.7,5.7,4.1031318424656185,2.9308084589040133,32.82505473972495,33,0.0,0.0,Healthy,No action needed; leave as is.,1.14,1.63,0.0,0.0,0.0
2016-04-24,HOBBIES_1_009_TX_3,7,0,0,0,0,0,7,5,18,0,5,9,Healthy,8.68,13.0,3.1405188459959117,2.243227747139937,25.124150767967294,7,0.0,0.0,Healthy,No action needed; leave as is.,1.24,1.71,0.0,0.0,0.0
2016-04-24,HOBBIES_1_009_WI_1,23,2,2,0,0,0,21,7,26,0,5,13,Overstock,26.04,25.4,5.410595604643767,3.8647111461741193,43.284764837150135,21,0.0,0.0,Healthy,No action needed; leave as is.,1.24,1.75,0.0,0.0,0.0
2016-04-24,HOBBIES_1_009_WI_2,5,0,0,0,0,0,5,3,10,0,5,5,Healthy,6.2,18.7,1.3979862518653332,0.998561608475238,11.183890014922666,5,0.0,0.0,Healthy,No action needed; leave as is.,1.24,1.74,0.0,0.0,0.0
2016-04-24,HOBBIES_1_009_WI_3,12,0,0,0,0,0,12,6,22,0,5,11,Healthy,14.88,16.7,1.931751087164499,1.3798222051174993,15.454008697315992,12,0.0,0.0,Healthy,No action needed; leave as is.,1.24,1.72,0.0,0.0,0.0
2016-04-24,HOBBIES_1_010_CA_1,18,2,2,0,0,0,16,6,22,0,5,11,Healthy,35.52,22.2,4.763873253739418,3.4027666098138702,38.110986029915345,16,0.0,0.0,Healthy,No action needed; leave as is.,2.22,2.98,0.0,0.0,0.0
2016-04-24,HOBBIES_1_010_CA_2,4,1,1,0,0,0,3,4,16,16,5,8,Low Stock,6.66,6.1,0.11605549617699741,0.08289678298356958,0.9284439694159793,19,0.0,0.6905186768613403,Markdown / Clear,Promote or discount to free up capital.,2.22,2.97,0.0,4.598854387896527,4.598854387896527
2016-04-24,HOBBIES_1_010_CA_3,12,1,1,0,0,0,11,7,24,0,5,12,Healthy,24.42,14.0,5.141283615842475,3.6723454398874824,41.1302689267398,11,0.0,0.0,Healthy,No action needed; leave as is.,2.22,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_010_CA_4,6,1,1,0,0,0,5,3,8,0,5,4,Healthy,11.1,19.7,1.1734460087207035,0.8381757205147882,9.387568069765628,5,0.0,0.0,Healthy,No action needed; leave as is.,2.22,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_010_TX_1,6,1,1,0,0,16,5,5,16,16,5,8,Low Stock,11.1,9.7,3.6632515816760236,2.616608272625731,29.30601265340819,21,0.0,0.0,Healthy,No action needed; leave as is.,2.22,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_010_TX_2,22,1,1,0,0,0,21,9,32,0,5,16,Healthy,46.62,19.9,4.872108787443089,3.4800777053164924,38.976870299544714,21,0.0,0.0,Healthy,No action needed; leave as is.,2.22,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_010_TX_3,10,0,0,0,0,0,10,4,16,0,5,8,Healthy,22.2,20.9,4.209181888897974,3.0065584920699813,33.67345511118379,10,0.0,0.0,Healthy,No action needed; leave as is.,2.22,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_010_WI_1,18,2,2,0,0,0,16,5,20,0,5,10,Overstock,35.52,26.4,3.7301729209174117,2.6644092292267225,29.841383367339294,16,0.0,0.0,Healthy,No action needed; leave as is.,2.22,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_010_WI_2,11,2,2,0,0,0,9,4,14,0,5,7,Healthy,19.98,21.1,2.2704297578592585,1.6217355413280419,18.163438062874068,9,0.0,0.0,Healthy,No action needed; leave as is.,2.22,2.97,0.0,0.0,0.0
2016-04-24,HOBBIES_1_010_WI_3,6,0,0,0,0,0,6,7,24,24,5,12,Low Stock,13.32,7.7,2.33699076801354,1.6692791200096715,18.69592614410832,30,0.0,0.0,Healthy,No action needed; leave as is.,2.22,2.97,0.0,0.0,0.0
2016-04-24,HOUSEHOLD_1_001_CA_1,14,1,1,0,0,0,13,3,12,0,5,6,Overstock,63.44,37.5,5.175008505844439,3.6964346470317424,41.400068046755514,13,0.0,0.0,Healthy,No action needed; leave as is.,4.88,6.1,0.0,0.0,0.0
2016-04-24,HOUSEHOLD_1_001_CA_2,3,2,2,0,0,8,1,2,8,8,5,4,Low Stock,4.88,4.3,4.640178870275053,3.3144134787678947,37.12143096220042,9,0.0,0.0,Healthy,No action needed; leave as is.,4.88,6.1,0.0,0.0,0.0
2016-04-24,HOUSEHOLD_1_001_CA_3,18,1,1,0,0,0,17,5,18,0,5,9,Overstock,82.96,29.7,0.5610480952916652,0.4007486394940466,4.488384762333322,17,0.0,0.7359773669215693,Markdown / Clear,Promote or discount to free up capital.,4.88,5.79,0.0,61.05668235981339,61.05668235981339
2016-04-24,HOUSEHOLD_1_001_CA_4,2,0,0,0,0,0,2,2,8,8,5,4,Low Stock,9.76,9.2,3.3541924317158527,2.395851736939895,26.83353945372682,10,0.0,0.0,Healthy,No action needed; leave as is.,4.88,6.11,0.0,0.0,0.0
2016-04-24,HOUSEHOLD_1_001_TX_1,8,0,0,0,0,0,8,2,8,0,5,4,Overstock,39.04,39.0,2.4074599236237293,1.7196142311598066,19.259679388989834,8,0.0,0.0,Healthy,No action needed; leave as is.,4.88,6.11,0.0,0.0,0.0
2016-04-24,HOUSEHOLD_1_001_TX_2,10,0,0,0,0,0,10,3,8,0,5,4,Overstock,48.8,38.4,1.4882225932157371,1.0630161380112408,11.905780745725897,10,0.0,0.0,Healthy,No action needed; leave as is.,4.88,6.09,0.0,0.0,0.0
